0,1,2,3,4,5,6,7,8,9,10,11
-0.35169286,-0.5565014,-1.176673,-1.6867263,-1.6407002,-1.6572297,-1.7292914,-1.5465409,-1.4943312,-0.6745971,-0.89682996,-0.16829813
0.7030362,0.66950035,0.53487986,0.34997118,0.30161723,0.1944688,0.4451203,0.66592985,0.6691127,0.9310908,0.9305632,0.93149424
-0.16100737,-0.13631225,-0.22341605,-0.4667079,-0.44024017,-0.369496,-0.17989454,0.095705435,0.14860092,0.13622211,0.23741406,0.04456492
0.5644913,0.7785983,0.74112815,0.4649729,0.37764227,0.2299808,0.48396948,0.66592985,0.7826399,0.82741225,0.91556,0.5855918
0.9205369,1.0119168,0.8129559,0.41580552,0.486775,0.70854765,0.7330614,0.88524693,0.8683209,1.4840429,1.2006214,1.4015667
-1.6775529,-1.7554986,-2.276664,-2.6917417,-2.652324,-2.726818,-2.6571014,-2.64839,-2.7110007,-2.168631,-2.286129,-1.7825096
-0.21463767,-0.08662407,-0.0674472,-0.41004035,-0.32252395,-0.22998446,-0.017642058,0.20097764,0.18929936,0.20799954,0.3184315,-0.026389424
-1.6850016,-1.5837504,-1.8970029,-2.2159011,-2.209662,-2.2186577,-2.3783014,-2.4238093,-2.4839463,-2.0702693,-2.1030896,-1.826856
1.8903513,1.8998228,1.7159334,1.1441499,1.1513811,0.84636813,1.3626467,1.4063443,1.4209629,1.9253412,2.0107956,2.0312867
-0.39787453,-0.1579158,-0.038716096,-0.2800384,-0.20235531,-0.06764377,-0.07248797,0.19746856,0.21286163,0.10963788,0.19240437,-0.16829813
-1.6820222,-1.7587391,-2.3197606,-2.7059085,-2.6915627,-2.744574,-2.6993785,-2.651899,-2.7538412,-2.1128042,-2.3401406,-1.9066796
-0.40830263,-0.2454102,0.2650127,0.36913815,0.2979386,0.40162227,0.20288421,-0.06922101,-0.16413455,-0.5363591,-0.3777183,-0.53193915
0.15332574,0.041917082,-0.5302232,-1.0792171,-1.1342754,-1.0163221,-1.1602651,-0.9412257,-0.94168913,-0.25456616,-0.43473053,0.5767225
-1.0652736,-1.3612337,-1.4732192,-0.7767126,-0.7786743,-0.9444526,-0.9351684,-0.9412257,-0.933121,-1.2355244,-1.2479055,-1.3301755
0.71942323,0.61117077,0.035163883,-0.6450439,-0.5714447,-0.5013978,-0.5535323,-0.3025744,-0.26266763,0.6200552,0.45045993,1.4902598
-0.7673276,-0.76281536,-0.84831756,-0.6842112,-0.6903871,-0.86666435,-0.70093066,-0.7324358,-0.658942,-0.7703003,-0.7317945,-0.7536715
0.2948501,0.2061041,0.14393164,0.510807,0.4377266,0.2747936,0.48968259,0.59925747,0.49775076,0.38877234,0.38744637,0.44368312
-0.4306486,-0.41823864,0.017719999,0.7491439,0.6940046,0.8007098,0.637081,0.32554972,0.337099,-0.3715368,-0.30270216,-0.38116115
-0.45448428,-0.4160783,-0.047951095,0.018299486,0.14098363,0.15726572,0.042916965,-0.15168422,-0.054891333,-0.29444253,-0.28469828,-0.34568396
-0.455974,-0.094185315,0.17061052,0.1091342,0.020815,0.1183716,0.14689568,0.06412377,0.16787913,-0.17481346,-0.15266985,-0.33681467
-0.32934693,-0.3815126,-0.32602715,-0.050868228,-0.08218669,-0.21814713,0.08519402,0.146587,0.21500365,-0.068476506,-0.002637575,-0.25699106
-0.792653,-0.86435205,-0.66053927,-0.0975356,-0.1300089,-0.08032664,-0.19703388,-0.32011977,-0.28837192,-0.84207773,-0.76480156,-1.0729661
-0.080561936,0.06136028,0.037216105,-0.040868077,0.11032837,0.1530381,0.30000716,0.3764313,0.37137136,0.4313071,0.5284767,0.31064373
0.59279615,0.8747341,1.1351547,0.8308118,0.929437,1.1110172,1.0244303,1.0343826,0.9261555,0.7875359,0.82254,0.54124534
-0.66900545,-0.3674703,-0.06642109,0.101634085,0.0551489,0.08285957,-0.22331421,-0.4324101,-0.47901204,-0.7942261,-0.7227925,-0.9221881
-0.23102471,-0.016412515,0.39327657,0.7141434,0.63392025,0.7322223,0.35599568,0.15009607,0.065061994,-0.19608085,-0.17667502,-0.4255076
0.025208918,-0.29833892,-0.23162495,0.25663644,0.23785427,0.059184887,0.21088257,0.14834154,0.2021515,-0.13759552,-0.11366146,-0.3013375
-1.1933905,-1.2240512,-1.6189269,-1.9608973,-2.012242,-1.9455534,-1.9166816,-2.0027204,-2.0555415,-1.5678273,-1.6980025,-1.3567835
1.1499554,1.2841215,1.0674313,0.51247364,0.5468593,0.6907916,0.8050466,1.0361371,1.1167957,1.8402717,1.6807245,1.6232991
0.7075054,0.96978974,1.017152,0.58747476,0.68787354,0.8260755,0.8210433,0.75014764,0.86403686,0.86728865,0.91556,0.7008926
-0.6928412,-0.67424077,-0.4522388,-0.1717034,-0.18028353,-0.15642384,-0.10676666,-0.37275586,-0.39975715,-0.7277655,-0.7137906,-0.9310574
-0.52152216,-0.6699201,-0.658487,-0.43337405,-0.31148806,-0.2519681,-0.23816831,-0.28678355,-0.2241112,-0.5177501,-0.46773764,-0.5053313
-0.21016848,-0.40743688,-0.39169824,-0.018367736,-0.013518896,0.08624167,0.014351388,0.09219636,0.022221517,-0.2120314,0.00036307075,-0.044128012
-1.5077236,-1.8041066,-2.2489588,-2.6284075,-2.622895,-2.6355014,-2.5348408,-2.5431178,-2.5225027,-2.0968537,-2.24412,-1.7470324
0.32613444,0.35516864,-0.12901385,-0.64587724,-0.63152903,-0.55382025,-0.65979624,-0.4534645,-0.48115405,0.008617778,-0.14366792,0.53237605
-0.776266,-0.906479,-0.8760225,-0.47670802,-0.3973228,-0.2697241,-0.36728474,-0.37275586,-0.36762682,-0.72244865,-0.56675893,-0.80688727
-0.3278572,-0.3080605,-0.15056218,-0.07836864,-0.055210054,0.09892453,-0.19474864,-0.19028403,-0.09987383,-0.40343788,-0.28169763,-0.4521155
-1.0861299,-1.1819242,-0.7703331,-0.45670772,-0.5285273,-0.5622755,-1.1042767,-1.2412515,-1.292981,-1.4322478,-1.5329669,-1.3567835
0.5674707,0.53231776,0.36249325,0.25996983,0.20842522,0.0042257993,0.32971537,0.47994897,0.48704064,0.91248184,0.77452964,0.8250627
-0.22953498,-0.38691348,-1.0453309,-1.534224,-1.505817,-1.4991165,-1.3190898,-1.1535246,-1.1408973,-0.27583355,-0.4527344,0.22195078
-0.19229172,-0.4106774,-0.3198705,0.25830314,0.19861554,0.10399768,0.23030716,0.21852301,0.12718068,-0.09506074,-0.14366792,-0.15055954
-0.37701827,-0.35882887,-0.25009492,0.059966788,0.06495858,0.20038746,0.2325924,0.17816867,0.21500365,-0.084427044,0.09338309,-0.26586035
0.6285497,0.90821964,0.9073581,0.510807,0.51252544,0.32045192,0.49882358,0.6747025,0.6819648,0.63600576,0.8375432,0.4791603
0.16226411,-0.14927438,-0.10746553,0.1383013,0.09806626,-0.03213175,0.17888913,0.23431382,0.28783244,0.114954725,0.13539213,0.24855866
1.7071145,1.633019,1.5322596,1.2474848,1.2077868,0.8759614,1.1672581,1.3080903,1.3181459,1.8641975,1.6387155,1.7652078
-1.561354,-1.5837504,-2.0663111,-2.4692383,-2.4904642,-2.5035996,-2.5679767,-2.5589087,-2.6060417,-2.011784,-2.1210935,-1.8445946
-1.3736479,-1.5740287,-1.6835718,-1.9092299,-1.9215025,-1.9277974,-2.0172324,-2.178174,-2.186205,-1.878863,-1.9440553,-1.676078
0.37082636,0.14669432,0.3029788,0.89914626,1.0496056,0.60793024,0.88731545,0.72207505,0.6819648,0.34092072,0.22841214,0.12438856
0.81476605,0.6824625,0.7431804,1.0541486,1.0312124,0.8649697,1.0564237,1.0378916,1.0075524,0.6971495,0.7925335,0.46142173
-0.14611007,-0.084463716,-0.14748386,-0.41337374,-0.38015586,-0.36526838,-0.43355688,0.039560262,0.05863592,0.20268269,0.24941665,-0.0086508375
-0.8686293,-0.94752574,-0.9981297,-0.65337735,-0.584933,-0.5293001,-0.5432487,-0.58330023,-0.54327273,-0.72244865,-0.67778283,-0.69158643
0.092246786,0.12077006,0.12443553,0.10496747,0.19616312,0.2747936,0.31143337,0.31853157,0.42277992,0.45789135,0.5134735,0.25742796
-0.7911633,-0.59862834,-0.1238833,0.55580765,0.5395021,0.7998643,-0.17075355,-0.40433753,-0.46830192,-1.0653853,-0.9478409,-1.161659
-0.7852044,-1.1117127,-1.0576442,-0.6800445,-0.695292,-0.8438351,-0.6620815,-0.7359449,-0.7103506,-0.8261272,-0.89082867,-1.223744
0.7328308,0.6813823,-0.0038283286,-0.65004396,-0.6965182,-0.579186,-0.75920445,-0.62365454,-0.6310957,0.13090527,-0.002637575,0.9581021
-0.19229172,-0.18384007,0.08954776,0.33663765,0.38745198,0.5132315,0.32514486,0.146587,0.050067827,-0.41141316,-0.32970795,-0.64724
-0.51705295,-0.5456996,-0.50354433,-0.29753864,-0.32129773,-0.2452039,-0.071345344,-0.06922101,-0.03989717,-0.27583355,-0.16767308,-0.21264459
-0.75540984,-0.60402924,-0.23880772,0.3633047,0.556669,0.6730356,0.4496908,0.12377803,0.017937468,-0.5310422,-0.44073182,-0.69158643
-0.47683024,-0.225967,0.03105944,-0.2750383,-0.16924763,-0.07018034,-0.17989454,-0.16396599,-0.21768513,-0.3502694,-0.31770536,-0.3013375
1.1812397,1.4115826,1.1074497,0.5208071,0.58732426,0.72292155,0.8153302,1.1080731,1.15321,2.0210445,1.9297781,1.7918156
-0.24890147,-0.24865073,-0.27779993,-0.002534162,0.012231526,-0.22237475,0.042916965,0.13956885,0.12932271,-0.15088764,-0.002637575,-0.13282095
-0.38744643,-0.060699806,0.2260205,0.07163363,-0.018423738,0.054957267,0.0063530267,-0.11308442,-0.06560145,-0.23064035,-0.22468536,-0.3013375
0.055003524,0.14885467,0.12751386,-0.19087036,-0.25017753,-0.38133332,0.00063991116,0.13430525,0.2728383,0.3249702,0.38744637,0.16873503
0.6017346,0.7894001,0.7349715,0.30580384,0.3825471,0.5199957,0.69535476,0.75014764,0.8254804,1.1809826,1.1286058,1.0734029
-0.5483373,-0.27781552,0.09159998,-0.0017008161,-0.10303227,-0.026213078,-0.06563223,-0.1937931,-0.10844193,-0.41673002,-0.42272794,-0.5496777
0.6002448,0.5992888,0.53385377,0.45413944,0.3825471,0.27733016,0.5708088,0.70979327,0.7783559,0.7875359,0.85254645,0.31951302
0.020739725,0.10024668,0.13674887,-0.05003488,-0.12633027,-0.20884635,0.11147435,0.3378315,0.36280325,0.23192535,0.4024496,0.09778068
2.5577505,2.558731,2.2177017,1.7458256,1.8343805,2.0968986,1.7385697,1.6361886,1.7872491,2.1353567,1.9207762,2.2796268
0.12204139,0.36921093,0.13367052,-0.33337253,-0.27592796,-0.1242939,-0.47354868,-0.26748365,-0.36334276,-0.12696183,-0.110660814,0.00021845549
-1.1159245,-1.058784,-0.66053927,0.05079998,-0.02332858,-0.07356244,-0.8026241,-1.1307156,-1.2158681,-1.3843962,-1.4399468,-1.3213062
-0.21612741,-0.42363954,0.038242217,0.5949749,0.4745129,0.722076,0.4154121,0.26765,0.16359508,-0.41673002,-0.28769892,-0.4521155
-0.4842789,-0.58242565,-0.53945816,-0.08670211,-0.1533069,-0.23167552,-0.009643697,-0.0639574,-0.061317403,-0.53370064,-0.3987228,-0.66497856
-0.4649124,-0.0045305607,0.545141,0.8141449,0.90491277,1.1008708,0.9627286,0.5817121,0.6326983,-0.1588629,-0.011639512,-0.49646196
-0.20718902,-0.24433002,-0.22444217,-0.18837032,-0.08586532,0.032128103,-0.04277977,0.11675988,0.028647587,0.10697945,0.21040826,0.17760432
-1.5345389,-1.5416235,-1.8097835,-2.116733,-2.1937213,-2.1586256,-2.476567,-2.4062638,-2.4154015,-1.961274,-2.1060903,-1.7292938
-0.23102471,-0.17195812,-0.23162495,-0.5358756,-0.47457406,-0.3280653,-0.16161257,0.13956885,0.21500365,0.16280635,0.27342182,-0.23925248
0.5823681,0.3810929,0.526671,0.78414446,0.6940046,0.70854765,0.8804597,0.7536567,0.7976341,0.5403025,0.5794877,0.61219966
-1.0518662,-1.052303,-0.6235993,-0.35587287,-0.445145,-0.45996708,-0.79348314,-1.1640519,-1.1001989,-1.371104,-1.403939,-1.3035676
0.32017553,0.21258517,0.3019527,0.7458105,0.7528627,0.5022397,0.5993745,0.48872167,0.4570523,0.28775224,0.32743344,0.3283823
0.96671855,0.90389895,1.1464419,1.4608214,1.3843611,1.2708213,1.4140648,1.415117,1.3052937,1.0879378,0.9485671,1.0290564
-0.95503366,-1.0123364,-0.94374585,-0.6375438,-0.49541965,-0.40669906,-0.19589126,-0.41661927,-0.5411307,-0.8872709,-0.90883255,-1.0286196
0.49745342,0.5766051,0.48562655,0.25163636,0.21455628,0.13105446,0.40969896,0.551885,0.521313,0.7715854,0.8435445,0.7008926
5.6236157,5.139276,3.9692729,2.5991719,2.763848,2.9145207,2.2036173,2.190622,2.140683,2.927567,2.6019228,3.4503736
0.96671855,1.0875292,1.2039042,0.93748015,0.836245,0.86074203,0.8164728,0.8062928,0.75907767,0.84602123,0.87055033,1.0113178
-0.7658379,-0.89459705,-0.8544742,-0.06753515,-0.11652058,-0.0617251,-0.14218798,-0.16221145,-0.12557812,-0.5390175,-0.48274085,-0.60289353
0.40509015,0.29143813,0.31118768,0.60914177,0.58364564,0.36949232,0.5468137,0.6325937,0.53202313,0.31167805,0.4144522,0.1953429
-0.5528065,-0.554341,-0.36604548,-0.2675382,-0.30167836,-0.2933988,-0.25073716,-0.39731938,-0.4211774,-0.47787374,-0.50674605,-0.6383707
-1.6015767,-1.6064341,-1.9380473,-2.2525685,-2.2636151,-2.2583976,-2.3760161,-2.3694186,-2.4775202,-2.0064673,-2.1691039,-1.7736403
-0.11035655,0.10024668,0.45279098,0.8541455,0.79210144,0.7871814,0.59137607,0.41854018,0.5106029,-0.10303601,0.030369526,-0.37229186
-1.6090254,-1.648561,-2.1678963,-2.6125739,-2.610633,-2.6515663,-2.6799538,-2.5501359,-2.6124678,-2.1207795,-2.2801278,-1.7381631
-1.3244867,-1.4195634,-1.8323579,-2.1784005,-2.111565,-2.0783007,-2.1326375,-1.9939477,-1.929162,-1.5226341,-1.5899792,-1.2148747
0.24717875,0.19746268,-0.24599048,-0.8575471,-0.8081034,-0.71869755,-0.8266192,-0.6587453,-0.568977,0.03254359,-0.21868406,0.42594454
-1.5539054,-1.6323583,-1.8220968,-2.111733,-2.0894933,-2.0842195,-2.2754653,-2.3536277,-2.284738,-1.8549371,-2.01307,-1.6406008
0.6940978,0.9903132,1.0930841,0.85581225,0.9564136,1.1473747,0.9718696,1.0343826,0.93900764,0.7237338,0.8375432,0.5678532
-0.6794336,-0.73365057,-0.43787324,-0.06336842,0.050244056,0.124290265,0.04177434,-0.116593495,-0.15342443,-0.6187702,-0.4917428,-0.8867109
0.22334306,0.16613752,-0.42453378,-0.98671573,-1.0153329,-0.9512168,-0.9694471,-0.7727902,-0.7253447,0.117613144,-0.03264403,0.99357927
-0.29657283,-0.2508111,-0.33628827,-0.25253797,-0.20726016,-0.13359468,0.008638273,-0.049921107,0.065061994,-0.068476506,-0.008638866,-0.21264459
2.1376464,2.2443995,2.1848662,1.8991613,2.0440624,2.216963,2.0722156,1.9274416,1.9800311,2.2177677,2.0167968,2.5190978
