0,1,2,3,4,5,6,7,8,9,10,11
-0.37979344,-0.47183332,-0.6869491,-1.176673,-1.6407002,-1.629082,-1.698764,-1.422758,-0.5931672,-0.042919584,-0.32149655,-0.092719905
0.573878,0.62737465,0.61457515,0.53487986,0.30161723,0.3186805,0.52207816,0.7009364,1.0282607,1.0201329,0.8221207,0.6636367
-0.22913893,-0.21775189,-0.054810554,-0.22341605,-0.44024017,-0.3819597,-0.18994756,0.077581204,0.12986042,0.11787828,0.009080301,0.2699168
0.60372466,0.6396032,0.6784275,0.74112815,0.37764227,0.39056325,0.52692187,0.709867,0.7482798,0.55560577,0.2860501,0.7568861
0.8979273,0.9616208,1.0360007,0.8129559,0.486775,0.52566814,0.73883426,0.99564594,1.4805377,1.4131944,1.4832743,1.2438554
-1.7271563,-1.7191422,-1.8341633,-2.276664,-2.652324,-2.7454298,-2.637233,-2.6087403,-2.1222937,-1.8474288,-1.8850359,-1.9369867
-0.1936072,-0.291123,0.096306734,-0.0674472,-0.32252395,-0.26244384,-0.06764383,0.21154007,0.13909055,-0.07865244,-0.13387185,0.10414003
-1.4741704,-1.4990289,-1.652184,-1.8970029,-2.209662,-2.339249,-2.390204,-2.3890479,-1.9746115,-1.7580967,-1.6974112,-1.6572384
1.9667217,1.9521309,1.7479548,1.7159334,1.1513811,0.9890087,1.2837518,1.4707533,2.1451077,2.2350502,2.421398,2.2799602
-0.13675644,-0.27481833,0.007977615,-0.038716096,-0.20235531,-0.1403298,-0.064011045,0.14009534,0.13601385,-0.21265066,-0.11600284,-0.08235885
-1.6162972,-1.7816435,-1.8501264,-2.3197606,-2.6915627,-2.7740095,-2.6771936,-2.6373184,-2.1253705,-1.8295624,-1.9475774,-1.988792
-0.38405722,-0.3971035,-0.039911665,0.2650127,0.2979386,0.38536692,0.24235375,-0.07245272,-0.59932065,-0.5521128,-0.41977614,-0.54860604
0.177344,0.13551643,-0.02394857,-0.5302232,-1.1342754,-1.1319653,-1.1320496,-0.97444236,-0.07627938,0.42160755,0.3753952,0.45641568
-1.1415936,-1.104999,-1.4723332,-1.4732192,-0.7786743,-0.7734176,-0.86685634,-0.9583673,-1.2792743,-1.3114359,-1.3757688,-1.2635185
0.6932646,0.7184092,0.5943552,0.035163883,-0.5714447,-0.56383175,-0.485414,-0.31357867,0.71751267,1.4846601,1.527947,1.4199932
-0.7180554,-0.61314064,-0.9285239,-0.84831756,-0.6903871,-0.7431056,-0.738498,-0.7922583,-0.6854686,-0.7933096,-0.7414185,-0.84907645
0.19155666,0.2550842,0.070765786,0.14393164,0.4377266,0.44252667,0.5378202,0.47231328,0.45291534,0.3233422,0.20563951,0.29063892
-0.42811656,-0.49357292,-0.38684288,0.017719999,0.6940046,0.7690302,0.5935229,0.41872978,-0.4547151,-0.6593114,-0.6252699,-0.54860604
-0.5503457,-0.5846074,-0.23678981,-0.047951095,0.14098363,0.16885261,0.15032323,-0.12425014,-0.31626302,-0.5521128,-0.39297262,-0.5589671
-0.42527404,-0.43514776,0.019683883,0.17061052,0.020815,0.109094664,0.09462053,0.12402028,-0.18704106,-0.4181146,-0.22321695,-0.31030193
-0.31583634,-0.27481833,-0.40919122,-0.32602715,-0.08218669,-0.03986716,0.076456614,0.13652311,-0.14089036,-0.16798459,-0.33043104,-0.17560828
-0.9554073,-0.7612417,-0.8572221,-0.66053927,-0.1300089,-0.075375505,-0.15604158,-0.32429537,-0.9192988,-0.87370855,-1.0898644,-0.80763227
-0.033003807,-0.057422422,0.10269197,0.037216105,0.11032837,0.13421032,0.19633849,0.3722907,0.3329235,0.35907504,0.31285363,0.54966515
0.6023034,0.6518317,1.2201085,1.1351547,0.929437,1.0193207,0.98586357,0.94563466,0.8651949,0.5466726,0.5004783,0.6843588
