0,1,2,3,4,5
-1.176673,-1.6407002,-1.6929532,-1.629082,-1.4788127,-0.6745971
0.53487986,0.30161723,0.33561096,0.3186805,0.6618282,0.9310908
-0.22341605,-0.44024017,-0.43749315,-0.3819597,0.06814084,0.13622211
0.74112815,0.37764227,0.46906912,0.39056325,0.63122576,0.82741225
0.8129559,0.486775,0.5396113,0.52566814,0.9540816,1.4840429
-2.276664,-2.652324,-2.6681511,-2.7454298,-2.5896814,-2.168631
-0.0674472,-0.32252395,-0.28973588,-0.26244384,0.13240598,0.20799954
-1.8970029,-2.209662,-2.223926,-2.339249,-2.4320788,-2.0702693
1.7159334,1.1513811,1.2173882,0.9890087,1.4360701,1.9253412
-0.038716096,-0.20235531,-0.24111898,-0.1403298,0.11863488,0.10963788
-2.3197606,-2.6915627,-2.7139082,-2.7740095,-2.5805006,-2.1128042
0.2650127,0.2979386,0.36706895,0.38536692,-0.12924492,-0.5363591
-0.5302232,-1.1342754,-1.1972514,-1.1319653,-0.9861133,-0.25456616
-1.4732192,-0.7786743,-0.7492133,-0.7734176,-0.9356193,-1.2355244
0.035163883,-0.5714447,-0.6653253,-0.56383175,-0.32510057,0.6200552
-0.84831756,-0.6903871,-0.6576991,-0.7431056,-0.73517334,-0.7703003
0.14393164,0.4377266,0.47192895,0.44252667,0.5103461,0.38877234
0.017719999,0.6940046,0.73789203,0.7690302,0.320611,-0.3715368
-0.047951095,0.14098363,0.044862807,0.16885261,-0.094052106,-0.29444253
0.17061052,0.020815,0.07346098,0.109094664,0.08956256,-0.17481346
-0.32602715,-0.08218669,0.032470264,-0.03986716,0.048249256,-0.068476506
-0.66053927,-0.1300089,-0.104801,-0.075375505,-0.34346202,-0.84207773
0.037216105,0.11032837,0.008638446,0.13421032,0.33744234,0.4313071
1.1351547,0.929437,0.91806054,1.0193207,1.0734311,0.7875359
-0.06642109,0.0551489,0.037236627,-0.012153331,-0.4169079,-0.7942261
0.39327657,0.63392025,0.6130133,0.6806924,0.0788517,-0.19608085
-0.23162495,0.23785427,0.2297977,0.19829856,0.17218916,-0.13759552
-1.6189269,-2.012242,-1.95415,-2.0023527,-2.0128253,-1.5678273
1.0674313,0.5468593,0.4909944,0.72486126,1.0305877,1.8402717
1.017152,0.68787354,0.6196862,0.6858887,0.8240212,0.86728865
-0.4522388,-0.18028353,-0.17915626,-0.21567675,-0.34499216,-0.7277655
-0.658487,-0.31148806,-0.3545584,-0.28236315,-0.3342813,-0.5177501
-0.39169824,-0.013518896,0.012451536,0.1870398,0.009996202,-0.2120314
-2.2489588,-2.622895,-2.6023755,-2.6042624,-2.4963439,-2.0968537
-0.12901385,-0.63152903,-0.6700917,-0.60540247,-0.53013694,0.008617778
-0.8760225,-0.3973228,-0.41747442,-0.31007698,-0.38783556,-0.72244865
-0.15056218,-0.055210054,-0.009473734,0.0398101,-0.104762964,-0.40343788
-0.7703331,-0.5285273,-0.47276422,-0.6599641,-1.2875473,-1.4322478
0.36249325,0.20842522,0.22503133,0.20695913,0.4873943,0.91248184
-1.0453309,-1.505817,-1.4841865,-1.4402815,-1.145246,-0.27583355
-0.3198705,0.19861554,0.24981643,0.13161215,0.20891209,-0.09506074
-0.25009492,0.06495858,0.12017134,0.23900326,0.24257478,-0.084427044
0.9073581,0.51252544,0.52912533,0.31954658,0.7062018,0.63600576
-0.10746553,0.09806626,0.14686298,0.088309295,0.25940612,0.114954725
1.5322596,1.2077868,1.245033,1.0903374,1.3580339,1.8641975
-2.0663111,-2.4904642,-2.5585248,-2.521987,-2.5713198,-2.011784
-1.6835718,-1.9215025,-1.9798883,-1.992826,-2.084741,-1.878863
0.3029788,1.0496056,0.9294998,0.83311844,0.78576815,0.34092072
0.7431804,1.0312124,1.0400795,1.0158565,0.9632624,0.6971495
-0.14748386,-0.38015586,-0.41842768,-0.3135412,-0.01907612,0.20268269
-0.9981297,-0.584933,-0.6090822,-0.5465106,-0.60511297,-0.72244865
0.12443553,0.19616312,0.054395534,0.1809774,0.39252672,0.45789135
-0.1238833,0.5395021,0.57678896,0.5932206,-0.38018495,-1.0653853
-1.0576442,-0.695292,-0.63005424,-0.704999,-0.68467927,-0.8261272
-0.0038283286,-0.6965182,-0.75683945,-0.7101954,-0.6923299,0.13090527
0.08954776,0.38745198,0.34419042,0.38709903,0.16606867,-0.41141316
-0.50354433,-0.32129773,-0.24207225,-0.14552613,-0.100172594,-0.27583355
-0.23880772,0.556669,0.45762986,0.51354337,0.058960114,-0.5310422
0.03105944,-0.16924763,-0.2821097,-0.16371334,-0.21952213,-0.3502694
1.1074497,0.58732426,0.5224524,0.63046104,1.0979131,2.0210445
-0.27779993,0.012231526,0.03151699,-0.09702693,0.15229757,-0.15088764
0.2260205,-0.018423738,0.07918062,0.08397901,-0.12159431,-0.23064035
0.12751386,-0.25017753,-0.14960481,-0.2546493,0.15535781,0.3249702
0.7349715,0.3825471,0.3241717,0.45205328,0.8010694,1.1809826
0.09159998,-0.10303227,0.0868068,-0.032938704,-0.25165468,-0.41673002
0.53385377,0.3825471,0.4147326,0.39402747,0.6113342,0.7875359
0.13674887,-0.12633027,-0.028539186,-0.06411676,0.34356284,0.23192535
2.2177017,1.8343805,1.6444542,1.8299502,1.7864681,2.1353567
0.13367052,-0.27592796,-0.34979206,-0.19922167,-0.41078743,-0.12696183
-0.66053927,-0.02332858,0.051535714,-0.20615013,-1.1605473,-1.3843962
0.038242217,0.4745129,0.51101315,0.6365234,0.26093623,-0.41673002
-0.53945816,-0.1533069,-0.12577298,-0.13080315,-0.08334125,-0.53370064
0.545141,0.90491277,0.93903255,1.0201868,0.608274,-0.1588629
-0.22444217,-0.08586532,-0.16199735,-0.123008646,0.100273415,0.10697945
-1.8097835,-2.1937213,-2.2391784,-2.2231972,-2.358633,-1.961274
-0.23162495,-0.47457406,-0.47943714,-0.31873754,0.097213164,0.16280635
0.526671,0.6940046,0.8456118,0.69454926,0.83320194,0.5403025
-0.6235993,-0.445145,-0.40126878,-0.51706463,-1.0473182,-1.371104
0.3019527,0.7528627,0.86467725,0.57676554,0.5072859,0.28775224
1.1464419,1.3843611,1.4995569,1.3544848,1.3503833,1.0879378
-0.94374585,-0.49541965,-0.5919233,-0.49714535,-0.4857634,-0.8872709
0.48562655,0.21455628,0.34037733,0.25805652,0.49963528,0.7715854
3.9692729,2.763848,2.3765676,2.5799556,2.1276853,2.927567
1.2039042,0.836245,0.89327544,0.84870744,0.8653345,0.84602123
-0.8544742,-0.11652058,-0.046651363,-0.054590132,-0.19351006,-0.5390175
0.31118768,0.58364564,0.6406582,0.47890106,0.58685225,0.31167805
-0.36604548,-0.30167836,-0.33263314,-0.28063104,-0.3618235,-0.47787374
-1.9380473,-2.2636151,-2.2782626,-2.2985442,-2.3555727,-2.0064673
0.45279098,0.79210144,0.8808829,0.83485055,0.4124183,-0.10303601
-2.1678963,-2.610633,-2.5489922,-2.6579578,-2.5514283,-2.1207795
-1.8323579,-2.111565,-2.0780754,-2.1080117,-1.9883434,-1.5226341
-0.24599048,-0.8081034,-0.85312,-0.77255154,-0.6785588,0.03254359
-1.8220968,-2.0894933,-2.1486175,-2.1972156,-2.271416,-1.8549371
1.0930841,0.9564136,0.9228269,0.9838124,0.99080455,0.7237338
-0.43787324,0.050244056,-0.057137363,0.016426554,-0.17055821,-0.6187702
-0.42453378,-1.0153329,-1.0819055,-0.9223794,-0.7520047,0.117613144
-0.33628827,-0.20726016,-0.20489462,-0.11088385,-0.025196608,-0.068476506
2.1848662,2.0440624,1.8856323,2.0577233,2.049649,2.2177677
-1.130498,-0.648696,-0.6986898,-0.66429436,-0.6785588,-0.9696821
-2.157635,-2.4916904,-2.4956088,-2.538442,-2.4657414,-2.0064673
-0.741602,-0.3850607,-0.3030817,-0.29275584,-0.22258237,-0.5629433
0.40251157,0.8607692,0.91996706,0.8928764,0.79953927,0.5004261
0.08441721,-0.23055816,-0.29736206,-0.24252452,-0.29755837,-0.10303601
-0.2275205,-0.41816837,-0.3936426,-0.27889892,0.0008154685,-0.012649611
-0.0674472,0.23785427,0.30033988,0.16798656,0.22727355,0.16280635
0.35633656,0.82153046,0.8246398,0.85650194,0.3190809,-0.37685364
0.10699164,-0.22687952,-0.11433373,-0.059786472,-0.06191954,-0.1694966
0.61491656,0.23662807,0.3203586,0.3351356,0.6511174,1.0613536
-1.2782581,-1.6137236,-1.580467,-1.5814489,-1.7435238,-1.3418614
-0.92424977,-1.3905534,-1.450822,-1.4281567,-1.0136555,-0.2811504
0.9135148,0.8203043,0.9666774,0.7828871,0.98468405,1.1969332
-0.5476671,-0.23301058,-0.21061425,-0.1117499,-0.20269078,-0.3821705
0.6764832,0.9318894,0.78269583,0.9405095,0.5149365,-0.07379335
-0.18544996,-0.63888633,-0.6491197,-0.628786,-0.089461744,0.47118348
-0.29832217,-0.062567316,-0.18582916,-0.007823045,0.080381826,0.048494134
1.1885124,0.7651248,0.81606036,0.8902782,1.0719011,1.7578605
-0.7313409,-0.38138205,-0.39459586,-0.3014164,-0.32051018,-0.6506713
-0.4152988,0.2415329,0.19452661,0.21908392,-0.21799201,-0.7729587
0.55950654,0.8779361,0.905668,0.81839544,0.8286116,0.55891144
-1.9226557,-2.3715217,-2.3850293,-2.405069,-2.4381993,-2.0835617
-0.22033772,0.19248448,0.18404062,0.09263958,0.031417914,-0.48850745
0.076208316,-0.24895132,-0.31166115,-0.20528407,-0.39701632,-0.13227867
0.79345983,0.486775,0.4461906,0.5403911,1.0015154,1.4601171
-0.898597,-0.23055816,-0.24874516,-0.2511851,-0.44904047,-0.81815195
-0.6164165,-1.0607028,-1.2067841,-1.097323,-0.96622175,-0.3609031
0.092626095,0.046565425,-0.0047073704,0.0129623255,0.44302076,0.45789135
0.41072044,0.5444069,0.49957386,0.6434519,0.24869527,-0.14557078
-0.17826718,-0.66341054,-0.7539796,-0.60973275,-0.4230284,0.192049
0.92069757,0.4597984,0.4871813,0.4555175,0.7153825,0.768927
0.2629605,-0.40100142,-0.45369878,-0.43652132,-0.2378836,0.82209545
-0.001776107,-0.26611826,-0.14960481,-0.1905611,0.09874329,0.18407373
0.15624496,-0.1177468,0.008638446,-0.007823045,0.2991893,0.59612936
1.0489614,1.3218244,1.4099492,1.2774057,1.3565037,0.8805807
-0.43992546,-1.0055233,-1.1038307,-1.0626806,-0.794848,0.080395214
-2.1689222,-2.5149884,-2.5718706,-2.5696201,-2.559079,-2.0250762
0.8550265,0.4965847,0.5472375,0.4200092,0.7429247,0.7237338
1.3968129,1.081487,1.1163412,1.1319082,1.0321178,0.7582933
-0.593842,-0.20235531,-0.21347407,-0.12474076,-0.055799052,-0.24127404
0.3891721,0.18512723,0.28032115,0.20869124,0.5470691,0.76626855
0.683666,0.2869027,0.24409679,0.35765308,0.6939608,1.2474432
0.8950448,1.0569628,1.0829767,0.9855445,0.92959964,0.73436743
0.122383304,0.3114269,0.3337044,0.18444164,0.48433405,0.35952967
0.027981108,-0.12019922,-0.2573246,-0.19748956,-0.17208834,-0.04455069
-0.16800606,-0.43410912,-0.4384464,-0.32653207,0.016116692,0.15217265
0.1511144,0.72465986,0.5929946,0.6417198,-0.0022447759,-0.5656017
-1.0073647,-0.18518837,-0.07143646,-0.20355196,-0.48729354,-0.90056306
0.06902554,0.6621231,0.58632165,0.7300576,0.039068524,-0.62408704
-0.35167992,0.18880585,0.19643316,0.19310221,-0.11088345,-0.60016125
0.5851593,1.1084638,1.1964161,1.2098533,0.9693828,0.42333186
-0.981712,-0.1766049,-0.16676371,-0.20268591,-0.34346202,-0.7915677
-0.06334276,-0.16189037,-0.2887826,-0.10395539,-0.23023298,-0.30773464
-0.97760755,-0.625398,-0.5290073,-0.5465106,-0.55002856,-0.63737917
-1.9647262,-2.3286045,-2.3554778,-2.4119976,-2.5009344,-1.9798831
0.2167855,0.06127995,0.11254516,0.007765983,0.30837002,0.3621881
1.3147241,0.98461646,1.1220609,0.8469753,1.2019614,1.6462067
0.88170534,0.43527418,0.55963004,0.46677625,1.0030456,1.4255576
0.49691376,0.24275912,0.34228387,0.3810366,0.6174547,0.8327291
-1.0083909,-0.36666754,-0.4699044,-0.3499156,-0.49800438,-0.94309783
0.24243827,0.40094027,0.46144295,0.3793045,0.42006892,0.3276286
-0.026402768,0.26850954,0.2507697,0.29702908,-0.089461744,-0.6028197
-1.9513868,-2.3175685,-2.2849357,-2.3600342,-2.4795127,-2.0755863
-2.2089405,-2.6008232,-2.5966558,-2.6700828,-2.4917536,-2.0622942
-0.47481322,-0.11161575,-0.08954864,0.0155604975,0.13546622,-0.26519987
-0.0130633265,-0.22933196,-0.28020316,-0.20701618,-0.29602823,-0.24393247
0.6600654,0.78474414,0.88374275,0.7716284,0.98774433,0.8858976
-0.15671885,-0.445145,-0.3698108,-0.4044772,-0.12924492,0.080395214
-0.7959859,-0.33478606,-0.27639008,-0.2087483,-0.24247396,-0.5629433
-0.36399326,0.13117395,0.0029188104,0.07358632,0.14923732,-0.121644974
0.7544676,0.97971165,1.0067149,0.8755552,0.89899725,0.73702586
-0.34347105,0.19861554,0.25172296,0.22687845,-0.22717273,-0.64535445
0.20447217,0.06373237,0.10015262,0.070988156,0.40323758,0.55093616
0.76780707,1.1342142,1.2774444,1.1310421,1.108624,0.45523292
1.1351547,0.8350188,0.8398922,0.65297854,1.1285156,1.4122654
-0.121831074,-0.17170005,-0.20584789,-0.10828567,-0.28990775,-0.61611176
-1.0545659,-0.7234948,-0.832148,-0.98127127,-1.3273306,-1.4933915
1.7590301,1.2592877,1.3946968,1.2704773,1.5324678,2.244352
-0.8914142,-0.48315755,-0.44511932,-0.30661273,-0.27460653,-0.51243323
-0.5999987,-0.25262994,-0.16104408,-0.10308933,-0.094052106,-0.4512895
-0.14953607,0.22559217,0.32131186,0.20436095,0.1890205,0.16014792
