0,1,2,3,4,5
-0.3944179,-0.7186613,-1.6572297,-0.7503775,0.076756194,0.19954304
0.58375174,0.58736783,0.1944688,1.1312331,0.4696017,0.4542972
-0.2952564,-0.2590441,-0.369496,0.28976744,-0.29426455,-0.41611287
0.5350113,0.5622978,0.2299808,0.9121014,0.5132512,0.4330677
1.0056084,0.9431235,0.70854765,1.2101204,1.3644165,1.4308549
-1.5440193,-1.9232166,-2.726818,-2.3018298,-1.6473991,-1.5412772
-0.14231236,-0.27098224,-0.22998446,0.2926892,-0.25061506,-0.39488333
-1.5978019,-1.6928111,-2.2186577,-2.047637,-1.6692238,-1.7535722
2.1552098,1.8707145,0.84636813,2.051586,2.3247056,2.1526585
-0.263323,-0.23158646,-0.06764377,0.14952318,-0.16331606,-0.1825882
-1.5860369,-1.8850147,-2.744574,-2.287221,-1.6910485,-1.5837362
-0.41122496,-0.09310439,0.40162227,-0.4640455,-0.44703782,-0.39488333
0.10643182,-0.11459299,-1.0163221,-0.3968451,0.8187977,0.90011704
-1.2431734,-1.2690082,-0.9444526,-1.258763,-1.1454298,-1.1591458
0.5064393,0.52528965,-0.5013978,0.55272543,1.4517156,1.4520844
-0.7574499,-0.76880133,-0.86666435,-0.7620645,-0.5998111,-0.47980142
0.34677246,0.20534834,0.2747936,0.4095594,0.796973,0.81519896
-0.54063916,-0.16712067,0.8007098,-0.2595226,-0.2724398,0.050936457
-0.67509544,-0.48109296,0.15726572,-0.3851581,-0.38156357,-0.35242432
-0.28349146,-0.17905878,0.1183716,-0.20108747,-0.35973883,-0.118899666
-0.31374413,-0.3676809,-0.21814713,-0.084217265,-0.11966656,-0.118899666
-0.92720103,-0.7294056,-0.08032664,-0.78543854,-0.9708318,-0.8407031
-0.33559328,-0.07877866,0.1530381,0.45922926,0.09858094,0.07216597
0.5316499,0.7974786,1.1110172,0.7689354,0.2513542,-0.033981603
-0.67341477,-0.27575746,0.08285957,-0.744534,-0.6216358,-0.7770146
-0.31038272,0.09074249,0.7322223,-0.13388711,-0.40338832,-0.8407031
0.037522957,-0.13488777,0.059184887,-0.019938642,-0.09784181,-0.055211116
-1.1591382,-1.427785,-1.9455534,-1.6941046,-1.3418525,-1.286523
1.20057,1.1950177,0.6907916,1.6366967,1.4517156,1.4733139
0.3131584,0.8619444,0.8260755,0.9091796,0.884272,0.94257605
-0.8599729,-0.5980864,-0.15642384,-0.6364291,-0.9053576,-0.8194736
-0.5675304,-0.6231564,-0.2519681,-0.51955885,-0.77440906,-0.7982441
-0.30534062,-0.4405034,0.08624167,-0.084217265,-0.3160893,-0.07644063
-1.4028403,-1.8802394,-2.6355014,-2.1703508,-1.909296,-1.8384904
0.6240886,0.16356497,-0.55382025,0.006357157,0.2077047,0.2844611
-0.92552036,-0.89057004,-0.2697241,-0.744534,-1.0144813,-0.8407031
-0.22970894,-0.2482998,0.09892453,-0.30627066,-0.5998111,-0.670867
-1.3154436,-0.8941515,-0.5622755,-1.521721,-1.036306,-1.0317688
0.70308167,0.48828155,0.0042257993,0.7309525,0.8187977,1.2610188
-0.05827716,-0.5192949,-1.4991165,-0.3851581,0.7314987,0.51798576
-0.18096855,-0.36409947,0.10399768,-0.09590428,-0.44703782,-0.26750627
-0.42130917,-0.32828516,0.20038746,0.05018349,-0.42521307,-0.6496375
0.26105657,0.87030107,0.32045192,0.8945709,0.70967394,0.64536285
0.003908878,-0.03102622,-0.03213175,0.11446211,0.14223045,-0.012752088
