0,1,2,3,4,5
-1.5023563,-1.6508663,-1.627213,-1.479204,-0.092719905,-0.17995201
0.30923584,0.47555625,0.72529703,0.6035837,0.6636367,0.86254793
-0.42210028,-0.11633457,-0.2035257,0.09124015,0.2699168,0.26528233
0.42507726,0.561417,0.76336354,0.60543996,0.7568861,0.6127823
0.7279398,0.8993793,0.8737564,0.9470023,1.2438554,1.329501
-2.7598636,-2.7085972,-2.3504765,-2.6709597,-1.9369867,-2.0477643
-0.14436002,0.022504015,0.23043245,0.19148126,0.10414003,0.1566886
-2.518411,-2.494859,-2.4951293,-2.3906558,-1.6572384,-1.7979988
1.4201969,1.3341633,1.1440285,1.33126,2.2799602,2.4045792
-0.21135265,0.0133698955,0.051519874,0.1617802,-0.08235885,-0.04963951
-2.7556765,-2.6428316,-2.3314433,-2.6468275,-1.988792,-1.8848737
0.20455988,0.11201836,0.15049279,-0.051696256,-0.54860604,-0.36456138
-1.0780697,-1.1649313,-1.0067289,-1.0114121,0.45641568,0.25442296
-0.95524985,-0.9256174,-0.8734962,-0.96129155,-1.2635185,-1.396202
-0.5142151,-0.46525785,-0.42811808,-0.20020162,1.4199932,1.416376
-0.86034364,-0.7191863,-0.9039494,-0.79607934,-0.84907645,-0.8532332
0.40693343,0.5267073,0.5425778,0.43837142,0.29063892,0.44989172
0.5995372,0.5394951,0.6720039,0.4680725,-0.54860604,-0.45143637
0.20455988,0.14124754,0.30275878,-0.07397206,-0.5589671,-0.41885823
0.102675274,0.17778401,0.27611223,0.12094122,-0.31030193,-0.15823326
0.087322794,0.038945425,0.0058400678,0.011418521,-0.17560828,-0.26682702
-0.42210028,-0.30267057,-0.1730725,-0.30972433,-0.80763227,-0.80979574
0.1892074,0.19605225,0.14668614,0.36783138,0.54966515,0.4064542
0.95962256,1.0309106,1.216355,1.1586225,0.6843588,0.51504797
-0.23089217,-0.3282461,-0.085519545,-0.40068385,-0.84907645,-0.87495196
0.2296821,0.29652756,0.35985854,0.16734914,-0.21705247,-0.25596762
0.12081911,0.10288425,0.16191274,0.18591231,-0.07199781,-0.11479575
-2.031319,-2.0929577,-1.8860651,-1.9896913,-1.4396564,-1.5482332
0.8423855,0.7349652,0.90040296,0.9655655,1.824074,1.9593447
0.8019108,0.7970772,1.041249,0.89688176,0.9330239,0.6996573
-0.30207184,-0.13277599,-0.11597275,-0.20762688,-0.8801596,-0.7663582
-0.23089217,-0.1492174,-0.3976649,-0.3709828,-0.63149446,-0.50573325
-0.091324195,0.01519672,0.013453368,0.1190849,-0.14452514,-0.17995201
-2.5798209,-2.7049437,-2.7425616,-2.5800002,-1.7608489,-1.8522956
-0.6719269,-0.75024235,-0.80497646,-0.5491892,0.5082209,0.2761417
-0.44303545,-0.36295575,-0.4661846,-0.49906862,-0.755827,-0.8966707
-0.19320881,-0.0797981,-0.1426193,-0.18163845,-0.4346345,-0.45143637
-1.0822567,-1.126568,-1.2008681,-1.2174633,-1.5432668,-1.4613582
0.34831488,0.39700285,0.409345,0.49406096,0.70508087,0.81911045
-1.1017962,-1.3731891,-1.2160947,-1.1654865,0.46677676,0.23270422
0.26876113,0.21066684,0.15810609,0.22489497,-0.3724682,-0.16909263
0.098488234,0.22893506,0.2037859,0.17106178,-0.18596934,-0.20167075
0.43205565,0.53218776,0.4169583,0.61657786,0.6843588,0.8082511
0.023121528,0.1540353,0.059133172,0.07638961,0.16630633,-0.060498886
1.4592758,1.264744,1.1706752,1.3108405,1.7204636,1.7747353
-2.3062677,-2.6336975,-2.399963,-2.5595806,-1.9059036,-1.9500301
-2.200196,-2.23545,-2.3047967,-2.1122081,-1.6572384,-1.8740144
0.7991194,0.7422725,0.7214904,0.646279,0.15594527,0.25442296
0.87309045,0.9487035,0.9613094,0.9674218,0.40461046,0.76481354
