0,1,2,3,4,5
-0.68018824,-1.629082,-1.698764,-1.4894077,-0.7888951,-0.08988322
0.5516373,0.3186805,0.52207816,0.65454745,1.0372854,0.7273654
-0.22772706,-0.3819597,-0.18994756,0.09789508,0.32192034,0.22725801
0.6523099,0.39056325,0.52692187,0.75913066,0.88177127,0.62978345
0.9373604,0.52566814,0.73883426,0.9413078,1.3172109,1.2762636
-1.7649639,-2.7454298,-2.637233,-2.702235,-2.3040473,-1.8707532
-0.1836121,-0.26244384,-0.06764383,0.1653681,0.30414727,-0.08988322
-1.5986844,-2.339249,-2.390204,-2.452585,-2.1707494,-1.7975668
1.8275777,0.9890087,1.2837518,1.4186794,1.9481541,1.9959304
-0.25035012,-0.1403298,-0.064011045,0.099581905,0.2330551,-0.016696783
-1.7547835,-2.7740095,-2.6771936,-2.6819932,-2.2018523,-1.8829509
-0.15646443,0.38536692,0.24235375,-0.062353335,-0.3712285,-0.6021883
0.058454625,-1.1319653,-1.1320496,-0.98504686,-0.33123913,0.42242184
-1.2808305,-0.7734176,-0.86685634,-0.95805764,-1.330973,-1.2974595
0.638736,-0.56383175,-0.485414,-0.3305586,0.6062891,1.5568117
-0.700549,-0.7431056,-0.738498,-0.6561159,-0.78000855,-0.77295667
0.13424188,0.44252667,0.5378202,0.5347829,0.28637424,0.3126422
-0.29220277,0.7690302,0.5935229,0.3239297,-0.26014695,-0.67537475
-0.4358592,0.16885261,0.15032323,-0.067413814,-0.3001363,-0.45581543
-0.16098905,0.109094664,0.09462053,0.06753223,-0.08241648,-0.23625611
-0.39061308,-0.03986716,0.076456614,0.124884285,-0.024654083,-0.27284932
-0.8023528,-0.075375505,-0.15604158,-0.3254981,-0.7266894,-0.94372505
0.042618487,0.13421032,0.19633849,0.30031413,0.43744513,0.4102241
0.8366878,1.0193207,0.98586357,0.939621,0.8417819,0.5931902
-0.33179313,-0.012153331,-0.2650251,-0.35923463,-0.7355759,-0.9071318
-0.0014964791,0.6806924,0.32469687,0.14343937,-0.2068278,-0.28504708
-0.22772706,0.19829856,0.28110346,0.18054952,-0.0690867,-0.1752674
-1.2649944,-2.0023527,-2.0463004,-1.9836475,-1.5842389,-1.4316347
1.274444,0.72486126,0.8671926,1.0543251,1.7482073,1.7275801
0.9430162,0.6858887,0.8175446,0.8097354,1.0550585,0.93472695
-0.67113906,-0.21567675,-0.18389292,-0.36935556,-0.7622355,-0.9193295
-0.7163852,-0.28236315,-0.31104037,-0.2377832,-0.5000831,-0.5411996
-0.3951377,0.1870398,0.007433711,-0.008374922,-0.024654083,-0.38262898
-1.728767,-2.6042624,-2.5561008,-2.5268052,-2.1574197,-1.9439396
0.29147214,-0.60540247,-0.6609986,-0.52623034,0.073097676,0.556597
-0.8340251,-0.31007698,-0.38853976,-0.42839447,-0.7355759,-0.79735214
-0.27184203,0.0398101,-0.03979248,-0.11127128,-0.29569304,-0.38262898
-1.0285834,-0.6599641,-1.0872452,-1.2380707,-1.4287248,-1.5780075
0.47811237,0.20695913,0.3428608,0.58707446,0.6773813,0.88593596
-0.3928754,-1.4402815,-1.4880625,-1.1874659,-0.40677458,0.4956083
-0.40758038,0.13161215,0.19997127,0.19067048,-0.122405834,-0.18746515
-0.412105,0.23900326,0.24235375,0.1923573,0.024221795,-0.08988322
0.8412124,0.31954658,0.4772738,0.66298157,0.7706897,0.6419812
-0.053529512,0.088309295,0.24719746,0.29694048,0.05532463,-0.08988322
1.666954,1.0903374,1.2801191,1.3140962,1.6015797,1.7763711
-1.6066025,-2.521987,-2.5900068,-2.5268052,-2.1574197,-1.9561373
-1.5647498,-1.992826,-2.1916118,-2.1793191,-1.9574729,-1.6633916
0.21455373,0.83311844,0.82117736,0.7118995,0.17529269,0.056489654
0.74167097,1.0158565,0.93258274,0.9801048,0.6596082,0.78835404
-0.2073663,-0.3135412,-0.30619666,-0.062353335,0.28193098,0.032094177
