0,1,2,3,4,5,6,7
-0.6220559,-0.6748793,-0.7266345,-0.7470648,-0.82584447,-0.8696893,-0.83749026,-0.7888951
0.9994141,0.96344405,1.0868404,0.96108276,1.0344173,0.8827291,0.9783969,1.0372854
0.14857207,0.24425292,0.25491625,0.32741514,0.3464931,0.44298366,0.30414346,0.32192034
0.7616367,0.9246495,0.9102809,0.88455284,0.762114,0.8597573,0.85197437,0.88177127
1.4778336,1.527457,1.3352206,1.4080174,1.4242411,1.2962211,1.2925377,1.3172109
-2.1346638,-2.223677,-2.2558186,-2.3205197,-2.2618864,-2.3169112,-2.266448,-2.3040473
0.18008474,0.27409488,0.28484157,0.31517035,0.28343338,0.35437825,0.30797446,0.30414727
-2.0229373,-2.0744672,-2.0792592,-2.1276643,-2.0870388,-2.113447,-2.1093774,-2.1707494
2.1854362,2.001944,1.9875928,1.8763806,1.7710695,1.8409804,1.9131573,1.9481541
0.13138334,0.18755321,0.18908052,0.20496728,0.117185034,0.17060404,0.22752373,0.2330551
-2.174771,-2.2296453,-2.2677886,-2.3174586,-2.2905498,-2.3037846,-2.224307,-2.2018523
-0.61632633,-0.46896982,-0.499202,-0.49604672,-0.47901595,-0.39056364,-0.38543394,-0.3712285
-0.08347575,-0.17651866,-0.37351564,-0.37972125,-0.35576287,-0.4430706,-0.3203072,-0.33123913
-1.2523092,-1.1911452,-1.1964622,-1.2123667,-1.1726729,-1.2438011,-1.2857156,-1.330973
0.6871522,0.6441351,0.44643834,0.4529242,0.48121163,0.4725188,0.60296035,0.6062891
-0.7165939,-0.67189515,-0.7326196,-0.7256364,-0.66532874,-0.8434358,-0.7263917,-0.78000855
0.51240015,0.37555754,0.3147669,0.27843598,0.40955284,0.37735003,0.33862233,0.28637424
-0.39000806,-0.3525862,-0.26877698,-0.23278382,-0.20384628,-0.28226814,-0.20920862,-0.26014695
-0.31265882,-0.31379166,-0.3705231,-0.39808843,-0.3070349,-0.29211318,-0.2398565,-0.3001363
-0.18660814,-0.22724998,-0.15506074,-0.18380468,-0.092058584,-0.17397262,-0.09044806,-0.08241648
-0.109258845,-0.03626147,-0.098202616,-0.067479216,-0.051929664,0.013083284,-0.09811003,-0.024654083
-0.92572343,-0.7852946,-0.77750754,-0.75318724,-0.73698753,-0.80405563,-0.7378846,-0.7266894
0.36916074,0.55759346,0.5840948,0.63965714,0.49840972,0.49549058,0.41524205,0.43744513
0.8704986,0.80528164,0.8145199,0.78965575,0.8022429,0.9089826,0.8787913,0.8417819
-0.8426446,-0.72262645,-0.68773156,-0.6889021,-0.78858185,-0.81718236,-0.7876874,-0.7355759
-0.27255177,-0.24217096,-0.20892633,-0.18380468,-0.19524722,-0.24288794,-0.14791285,-0.2068278
-0.097799696,-0.084008604,-0.02638183,-0.11033596,-0.077726826,-0.03614195,-0.09427904,-0.0690867
-1.4614388,-1.5164225,-1.6243942,-1.6990969,-1.680017,-1.6277579,-1.6419972,-1.5842389
1.6697744,1.7840978,1.6195112,1.6743416,1.791134,1.7261214,1.7867348,1.7482073
0.98509014,0.8888391,0.91925853,0.9427156,0.90829784,0.9811796,1.0052137,1.0550585
-0.7309179,-0.6927845,-0.71466434,-0.64910656,-0.708324,-0.69904184,-0.7647015,-0.7622355
-0.52465314,-0.51074857,-0.44832894,-0.46237355,-0.4761496,-0.46932405,-0.49653253,-0.5000831
-0.14077151,-0.10191377,-0.09521008,-0.027683659,-0.1321875,-0.029578587,-0.12875792,-0.024654083
-1.9255344,-2.0834198,-2.1810052,-2.213378,-2.2131584,-2.1561089,-2.2013211,-2.1574197
0.09700589,0.03237503,-0.071269825,-0.0827852,-0.017533453,-0.0033251282,-0.021490319,0.073097676
-0.6936756,-0.7524684,-0.63386595,-0.63686174,-0.55354106,-0.72529525,-0.7148987,-0.7355759
-0.44443905,-0.32572845,-0.30767992,-0.29400775,-0.30990127,-0.26585972,-0.30498323,-0.29569304
-1.4585739,-1.4955332,-1.459805,-1.4786909,-1.4621743,-1.3914768,-1.435124,-1.4287248
0.8762282,0.748582,0.78758705,0.77128863,0.87390167,0.7383351,0.75236875,0.6773813
-0.22671516,-0.27499712,-0.4363588,-0.48686314,-0.4331543,-0.42994386,-0.32796916,-0.40677458
-0.1923377,-0.11981894,-0.05630716,-0.11645836,-0.106390335,-0.11490233,-0.20920862,-0.122405834
-0.0490983,0.023422444,0.07237175,0.14374334,0.031194512,0.022928331,0.043636438,0.024221795
0.84471554,0.7754397,0.7277364,0.7498602,0.7879111,0.8302222,0.8289885,0.7706897
0.13997771,0.27707908,0.14419253,0.16211052,0.14298218,0.22639264,0.07045333,0.05532463
1.729935,1.7363507,1.6374664,1.6008729,1.5646923,1.5489106,1.7101151,1.6015797
-1.9828302,-2.1072934,-2.1391098,-2.152154,-2.1472323,-2.2086158,-2.1974902,-2.1574197
-1.8539147,-1.9163047,-1.8877372,-1.9164418,-1.9379886,-1.9198277,-1.9906169,-1.9574729
0.31759456,0.4173363,0.38958022,0.39782265,0.39808744,0.22311096,0.19304487,0.17529269
0.79601413,0.7724555,0.781602,0.7498602,0.7850448,0.72520834,0.75236875,0.6596082
0.21446218,0.31587362,0.3057893,0.3396599,0.23470542,0.3642233,0.34245333,0.28193098
-0.7710249,-0.8598995,-0.7386046,-0.7440036,-0.64239794,-0.85984427,-0.8259973,-0.8066681
0.42072693,0.36958915,0.46439353,0.46210778,0.5070088,0.42657524,0.41907302,0.50409406
-0.9601009,-1.0120934,-0.9480819,-0.9582874,-0.97776103,-0.93860465,-0.9562508,-0.957739
-0.8684277,-0.8509469,-0.85830593,-0.85114557,-0.8917705,-0.96813977,-0.93326485,-0.91774964
0.22592133,0.1219009,0.111274675,0.11619257,-0.011800752,0.045900106,0.07428432,0.09975725
-0.42725033,-0.43315947,-0.33760524,-0.35829288,-0.34716383,-0.31508496,-0.32796916,-0.31790936
-0.27828136,-0.2153132,-0.14608315,-0.11033596,-0.24684153,-0.16412757,-0.2130396,-0.17128171
-0.553301,-0.4779224,-0.4812468,-0.46543476,-0.3758273,-0.4168171,-0.3892649,-0.37567174
-0.23530953,-0.34363362,-0.28373966,-0.24196741,-0.25830695,-0.27898645,-0.24751846,-0.2201576
2.0794392,1.8318449,1.7781155,1.7753611,1.8111984,1.9098957,1.9591292,1.8681754
0.005332669,-0.08699279,-0.08024742,-0.11645836,-0.028998857,-0.068958774,0.028312493,-0.033540606
-0.3584954,-0.30185488,-0.2597994,-0.21441664,-0.22677708,-0.28554982,-0.2398565,-0.25126043
0.36629593,0.17561643,0.35366982,0.36108828,0.378023,0.4200119,0.43056598,0.40189904
1.1254648,1.1574167,1.1287358,1.215162,1.1892003,1.1485454,1.1431292,1.2194592
-0.39573765,-0.44211206,-0.45730653,-0.44706756,-0.3758273,-0.3216483,-0.41608182,-0.36234197
0.79601413,0.7157558,0.83846015,0.76210505,0.8022429,0.8269405,0.80600256,0.7662465
0.23738049,0.29200006,0.27885652,0.3304763,0.3464931,0.5053356,0.39225614,0.2552714
2.093763,1.8915288,1.9307346,1.9774001,1.914387,1.8409804,1.8097208,1.8815051
-0.10066448,-0.09594538,-0.1969562,-0.1684987,-0.07199412,-0.09849392,-0.15174383,-0.095746264
-1.404143,-1.4716597,-1.459805,-1.4572624,-1.4048473,-1.2733363,-1.4236311,-1.3798488
-0.41579115,-0.37347558,-0.42139617,-0.36441526,-0.30990127,-0.28554982,-0.38543394,-0.36678523
-0.5275179,-0.51671696,-0.45730653,-0.4164556,-0.4532188,-0.49229583,-0.51568747,-0.5311859
-0.16082503,-0.13473992,-0.10119515,-0.11033596,-0.023266155,-0.09849392,-0.052138202,-0.060200173
0.10846504,0.18456902,0.15317014,0.18660009,0.13724948,0.17060404,0.1317491,0.21528205
-1.9914246,-2.029704,-2.0972145,-2.1154196,-2.1357667,-2.1593904,-2.1323633,-2.0685544
0.17149037,0.23231614,0.23995358,0.25088522,0.19744286,0.4036035,0.25434065,0.2552714
0.48948184,0.6232458,0.55416954,0.5233317,0.5786676,0.4922089,0.5148477,0.50409406
-1.3926839,-1.3701969,-1.2892306,-1.310325,-1.4048473,-1.2470828,-1.3125325,-1.2954268
0.2832171,0.2621581,0.3057893,0.25088522,0.29489878,0.24280106,0.2926505,0.17973596
1.0194676,1.0768435,1.0479374,1.013123,0.9541595,0.9221093,0.9132702,0.88177127
-0.9772896,-0.8330417,-0.90618646,-0.93073666,-0.81437904,-0.89922446,-0.8796311,-0.84665745
0.90487605,0.841092,0.7905796,0.7651662,0.8567035,0.86632067,0.8289885,0.8240089
3.1308162,2.9449499,2.7387185,2.7794335,2.771426,2.7204711,2.813439,2.8767958
0.8189324,0.90376014,0.877363,0.85394084,0.94269407,0.9122642,0.9094392,0.87288475
-0.60486716,-0.58236927,-0.5141647,-0.46237355,-0.48474863,-0.48245078,-0.5769832,-0.54007244
0.40926775,0.43225724,0.42249808,0.3702719,0.3894884,0.42985693,0.46121386,0.36635295
-0.53611225,-0.624148,-0.5949631,-0.5848214,-0.57073915,-0.5710562,-0.5003635,-0.54451567
-1.9942893,-2.0147831,-2.0463414,-2.09093,-2.1959603,-2.1561089,-2.1170394,-2.0863276
-0.16368982,-0.084008604,-0.011419166,-0.01850007,0.094254225,0.016364966,0.012988551,-0.020210821
