0,1,2,3,4,5,6,7
-0.37979344,-0.56105113,-1.176673,-1.7382607,-1.698764,-1.4894077,-0.7888951,-0.08988322
0.573878,0.68485886,0.53487986,0.2823481,0.52207816,0.65454745,1.0372854,0.7273654
-0.22913893,-0.20266755,-0.22341605,-0.4633426,-0.18994756,0.09789508,0.32192034,0.22725801
0.60372466,0.72702163,0.74112815,0.39143202,0.52692187,0.75913066,0.88177127,0.62978345
0.8979273,0.95680875,0.8129559,0.59255546,0.73883426,0.9413078,1.3172109,1.2762636
-1.7271563,-1.7300141,-2.276664,-2.7319467,-2.637233,-2.702235,-2.3040473,-1.8707532
-0.1936072,-0.08777399,-0.0674472,-0.27841133,-0.06764383,0.1653681,0.30414727,-0.08988322
-1.4741704,-1.5940392,-1.8970029,-2.2777147,-2.390204,-2.452585,-2.1707494,-1.7975668
1.9667217,1.8886061,1.7159334,1.0348566,1.2837518,1.4186794,1.9481541,1.9959304
-0.13675644,-0.15628849,-0.038716096,-0.1539875,-0.064011045,0.099581905,0.2330551,-0.016696783
-1.6162972,-1.7911502,-2.3197606,-2.6867793,-2.6771936,-2.6819932,-2.2018523,-1.8829509
-0.38405722,-0.17526175,0.2650127,0.37438765,0.24235375,-0.062353335,-0.3712285,-0.6021883
0.177344,-0.010826929,-0.5302232,-1.1536392,-1.1320496,-0.98504686,-0.33123913,0.42242184
-1.1415936,-1.2894131,-1.4732192,-0.80763865,-0.86685634,-0.95805764,-1.330973,-1.2974595
0.6932646,0.63004726,0.035163883,-0.6278207,-0.485414,-0.3305586,0.6062891,1.5568117
-0.7180554,-0.82246035,-0.84831756,-0.7283824,-0.738498,-0.6561159,-0.78000855,-0.77295667
0.19155666,0.12409395,0.14393164,0.48091492,0.5378202,0.5347829,0.28637424,0.3126422
-0.42811656,-0.2869931,0.017719999,0.8124277,0.5935229,0.3239297,-0.26014695,-0.67537475
-0.5503457,-0.4250762,-0.047951095,0.107643425,0.15032323,-0.067413814,-0.3001363,-0.45581543
-0.42527404,-0.118342005,0.17061052,0.11275672,0.09462053,0.06753223,-0.08241648,-0.23625611
-0.31583634,-0.376589,-0.32602715,-0.021893712,0.076456614,0.124884285,-0.024654083,-0.27284932
-0.9554073,-0.7834598,-0.66053927,-0.05853908,-0.15604158,-0.3254981,-0.7266894,-0.94372505
-0.033003807,0.0081463205,0.037216105,0.07952023,0.19633849,0.30031413,0.43744513,0.4102241
0.6023034,0.8977809,1.1351547,0.962418,0.98586357,0.939621,0.8417819,0.5931902
-0.47359717,-0.32072333,-0.06642109,-0.004849351,-0.2650251,-0.35923463,-0.7355759,-0.9071318
-0.21919005,0.02922771,0.39327657,0.6786295,0.32469687,0.14343937,-0.2068278,-0.28504708
-0.07279933,-0.28383088,-0.23162495,0.16559424,0.28110346,0.18054952,-0.0690867,-0.1752674
-1.1046406,-1.3062782,-1.6189269,-1.9871083,-2.0463004,-1.9836475,-1.5842389,-1.4316347
1.0883774,1.2677592,1.0674313,0.56954557,0.8671926,1.0543251,1.7482073,1.7275801
0.81265116,0.89883494,1.017152,0.7033438,0.8175446,0.8097354,1.0550585,0.93472695
-0.81470174,-0.6148087,-0.4522388,-0.16165747,-0.18389292,-0.36935556,-0.7622355,-0.9193295
-0.64841324,-0.62534934,-0.658487,-0.33124885,-0.31104037,-0.2377832,-0.5000831,-0.5411996
-0.34994677,-0.5357535,-0.39169824,0.051397037,0.007433711,-0.008374922,-0.024654083,-0.38262898
-1.5693954,-1.8027449,-2.2489588,-2.693597,-2.5561008,-2.5268052,-2.1574197,-1.9439396
0.26119885,0.36231363,-0.12901385,-0.6849193,-0.6609986,-0.52623034,0.073097676,0.556597
-0.79054016,-0.9247051,-0.8760225,-0.39005187,-0.38853976,-0.42839447,-0.7355759,-0.79735214
-0.26182812,-0.30596635,-0.15056218,0.007933918,-0.03979248,-0.11127128,-0.29569304,-0.38262898
-1.0250496,-1.030112,-0.7703331,-0.49572688,-1.0872452,-1.2380707,-1.4287248,-1.5780075
0.59803957,0.5362351,0.36249325,0.19968297,0.3428608,0.58707446,0.6773813,0.88593596
-0.033003807,-0.4451035,-1.0453309,-1.5260584,-1.4880625,-1.1874659,-0.40677458,0.4956083
-0.2575643,-0.37553492,-0.3198705,0.16559424,0.19997127,0.19067048,-0.122405834,-0.18746515
-0.30588743,-0.45353606,-0.25009492,0.14854988,0.24235375,0.1923573,0.024221795,-0.08988322
0.758643,0.81345534,0.9073581,0.4706883,0.4772738,0.66298157,0.7706897,0.6419812
0.09206786,-0.09726062,-0.10746553,0.145141,0.24719746,0.29694048,0.05532463,-0.08988322
1.8018544,1.6988735,1.5322596,1.1166695,1.2801191,1.3140962,1.6015797,1.7763711
-1.5097021,-1.5824444,-2.0663111,-2.4583848,-2.5900068,-2.5268052,-2.1574197,-1.9561373
-1.5892931,-1.575066,-1.6835718,-1.9504629,-2.1916118,-2.1793191,-1.9574729,-1.6633916
0.272569,0.27271774,0.3029788,0.82947206,0.82117736,0.7118995,0.17529269,0.056489654
0.8552892,0.6532368,0.7431804,1.021221,0.93258274,0.9801048,0.6596082,0.78835404
-0.20639862,-0.12993677,-0.14748386,-0.433515,-0.30619666,-0.062353335,0.28193098,0.032094177
-0.816123,-0.99111146,-0.9981297,-0.5928797,-0.5834992,-0.5650273,-0.8066681,-0.8461431
0.0991742,0.14939162,0.12443553,0.16900311,0.2096587,0.37453446,0.50409406,0.33703765
-0.7137916,-0.6158627,-0.1238833,0.606191,-0.07975311,-0.4705651,-0.957739,-0.94372505
-0.9554073,-1.0701666,-1.0576442,-0.70111144,-0.69006085,-0.72021526,-0.91774964,-0.9681205
0.7842258,0.61950654,-0.0038283286,-0.74201787,-0.7530291,-0.60719794,0.09975725,0.8737382
-0.271777,-0.09199027,0.08954776,0.38887537,0.3912979,0.08102683,-0.31790936,-0.5411996
-0.48496732,-0.60426795,-0.50354433,-0.27329803,-0.13061209,-0.1332,-0.17128171,-0.40702447
-0.7649573,-0.5536727,-0.23880772,0.438304,0.42036018,0.05403762,-0.37567174,-0.6875725
-0.3812147,-0.30175006,0.03105944,-0.16591856,-0.087018676,-0.26308557,-0.2201576,-0.33383805
1.2219766,1.3067597,1.1074497,0.58232886,0.87324727,1.1285454,1.8681754,1.971535
-0.11401613,-0.27750647,-0.27779993,-0.07047013,0.111573525,0.13331841,-0.033540606,-0.24845386
-0.41532516,-0.15207222,0.2260205,0.04628373,0.034074128,-0.06910064,-0.25126043,-0.29724482
