0,1,2,3,4,5,6,7,8,9
-0.3944179,-0.7186613,-1.6867263,-1.6572297,-0.7503775,0.06455921,0.0050006234,-0.0013103951,0.076756194,0.19954304
0.58375174,0.58736783,0.34997118,0.1944688,1.1312331,0.8022122,0.8051843,0.7200733,0.4696017,0.4542972
-0.2952564,-0.2590441,-0.4667079,-0.369496,0.28976744,0.23157497,0.0050006234,0.016724195,-0.29426455,-0.41611287
0.5350113,0.5622978,0.4649729,0.2299808,0.9121014,0.8022122,0.5668317,0.5757965,0.5132512,0.4330677
1.0056084,0.9431235,0.41580552,0.70854765,1.2101204,1.4841933,1.435116,1.3512839,1.3644165,1.4308549
-1.5440193,-1.9232166,-2.6917417,-2.726818,-2.3018298,-1.7865323,-1.7485933,-1.6965619,-1.6473991,-1.5412772
-0.14231236,-0.27098224,-0.41004035,-0.22998446,0.2926892,-0.03286666,-0.080125295,-0.073448755,-0.25061506,-0.39488333
-1.5978019,-1.6928111,-2.2159011,-2.2186577,-2.047637,-1.967466,-1.5783415,-1.6965619,-1.6692238,-1.7535722
2.1552098,1.8707145,1.1441499,0.84636813,2.051586,2.4306161,1.9458716,1.9464254,2.3247056,2.1526585
-0.263323,-0.23158646,-0.2800384,-0.06764377,0.14952318,-0.22771841,-0.3184779,-0.23576008,-0.16331606,-0.1825882
-1.5860369,-1.8850147,-2.7059085,-2.744574,-2.287221,-1.6055984,-1.7826438,-1.8228041,-1.6910485,-1.5837362
-0.41122496,-0.09310439,0.36913815,0.40162227,-0.4640455,-0.63133985,-0.45467937,-0.45217517,-0.44703782,-0.39488333
0.10643182,-0.11459299,-1.0792171,-1.0163221,-0.3968451,0.4403447,0.65195763,0.6118657,0.8187977,0.90011704
-1.2431734,-1.2690082,-0.7767126,-0.9444526,-1.258763,-1.5220906,-1.3740393,-1.516216,-1.1454298,-1.1591458
0.5064393,0.52528965,-0.6450439,-0.5013978,0.55272543,1.4702753,1.6734686,1.6037681,1.4517156,1.4520844
-0.7574499,-0.76880133,-0.6842112,-0.86666435,-0.7620645,-0.3808162,-0.8462586,-1.0292821,-0.5998111,-0.47980142
0.34677246,0.20534834,0.510807,0.2747936,0.4095594,0.1480671,0.37955466,0.53972733,0.796973,0.81519896
-0.54063916,-0.16712067,0.7491439,0.8007098,-0.2595226,-0.47824207,-0.36955345,-0.416106,-0.2724398,0.050936457
-0.67509544,-0.48109296,0.018299486,0.15726572,-0.3851581,-0.54783195,-0.48872972,-0.36200222,-0.38156357,-0.35242432
-0.28349146,-0.17905878,0.1091342,0.1183716,-0.20108747,-0.29730833,-0.38657862,-0.25379467,-0.35973883,-0.118899666
-0.31374413,-0.3676809,-0.050868228,-0.21814713,-0.084217265,-0.26947236,-0.26740232,-0.3800368,-0.11966656,-0.118899666
-0.92720103,-0.7294056,-0.0975356,-0.08032664,-0.78543854,-0.9375354,-0.8462586,-0.9751783,-0.9708318,-0.8407031
-0.33559328,-0.07877866,-0.040868077,0.1530381,0.45922926,0.39859074,0.3114539,0.19707009,0.09858094,0.07216597
0.5316499,0.7974786,0.8308118,1.1110172,0.7689354,0.53777057,0.44765538,0.5938311,0.2513542,-0.033981603
-0.67341477,-0.27575746,0.101634085,0.08285957,-0.744534,-0.9653714,-1.0505607,-1.1735588,-0.6216358,-0.7770146
-0.31038272,0.09074249,0.7141434,0.7322223,-0.13388711,-0.25555438,-0.23335195,-0.23576008,-0.40338832,-0.8407031
0.037522957,-0.13488777,0.25663644,0.059184887,-0.019938642,-0.01894868,0.073101364,0.034758788,-0.09784181,-0.055211116
-1.1591382,-1.427785,-1.9608973,-1.9455534,-1.6941046,-1.201977,-1.4932156,-1.3358701,-1.3418525,-1.286523
1.20057,1.1950177,0.51247364,0.6907916,1.6366967,1.6233732,1.3499901,1.3512839,1.4517156,1.4733139
0.3131584,0.8619444,0.58747476,0.8260755,0.9091796,0.56560653,0.6179073,0.75614244,0.884272,0.94257605
-0.8599729,-0.5980864,-0.1717034,-0.15642384,-0.6364291,-0.8261916,-0.77815783,-0.8669707,-0.9053576,-0.8194736
-0.5675304,-0.6231564,-0.43337405,-0.2519681,-0.51955885,-0.519996,-0.7100571,-0.83090156,-0.77440906,-0.7982441
-0.30534062,-0.4405034,-0.018367736,0.08624167,-0.084217265,-0.08853858,-0.33550307,-0.36200222,-0.3160893,-0.07644063
-1.4028403,-1.8802394,-2.6284075,-2.6355014,-2.1703508,-1.8143682,-1.7315682,-1.8047695,-1.909296,-1.8384904
0.6240886,0.16356497,-0.64587724,-0.55382025,0.006357157,0.3429188,0.5327813,0.6659695,0.2077047,0.2844611
-0.92552036,-0.89057004,-0.47670802,-0.2697241,-0.744534,-1.0906332,-0.8803089,-0.83090156,-1.0144813,-0.8407031
-0.22970894,-0.2482998,-0.07836864,0.09892453,-0.30627066,-0.40865216,-0.38657862,-0.30789846,-0.5998111,-0.670867
-1.3154436,-0.8941515,-0.45670772,-0.5622755,-1.521721,-1.5916805,-1.2378379,-1.2637318,-1.036306,-1.0317688
0.70308167,0.48828155,0.25996983,0.0042257993,0.7309525,0.7882942,0.97543615,0.7020387,0.8187977,1.2610188
-0.05827716,-0.5192949,-1.534224,-1.4991165,-0.3851581,0.6073605,0.94138575,0.97255754,0.7314987,0.51798576
-0.18096855,-0.36409947,0.25830314,0.10399768,-0.09590428,-0.22771841,-0.046074927,-0.18165632,-0.44703782,-0.26750627
-0.42130917,-0.32828516,0.059966788,0.20038746,0.05018349,-0.29730833,-0.28442752,-0.27182928,-0.42521307,-0.6496375
