0,1,2,3,4,5,6,7,8,9
-0.37979344,-0.47183332,-0.6869491,-1.176673,-1.6572297,-1.7059056,-1.422758,-0.74870557,-0.08988322,0.0050006234
0.573878,0.62737465,0.61457515,0.53487986,0.1944688,0.5064266,0.7009364,1.034569,0.7273654,0.8051843
-0.22913893,-0.21775189,-0.054810554,-0.22341605,-0.369496,-0.15791436,0.077581204,0.35575044,0.22725801,0.0050006234
0.60372466,0.6396032,0.6784275,0.74112815,0.2299808,0.5333593,0.709867,0.8400966,0.62978345,0.5668317
0.8979273,0.9616208,1.0360007,0.8129559,0.70854765,0.75010365,0.99564594,1.3941593,1.2762636,1.435116
-1.7271563,-1.7191422,-1.8341633,-2.276664,-2.726818,-2.6575289,-2.6087403,-2.3338385,-1.8707532,-1.7485933
-0.1936072,-0.291123,0.096306734,-0.0674472,-0.22998446,-0.061725993,0.21154007,0.3043804,-0.08988322,-0.080125295
-1.4741704,-1.4990289,-1.652184,-1.8970029,-2.2186577,-2.4035919,-2.3890479,-2.0696497,-1.7975668,-1.5783415
1.9667217,1.9521309,1.7479548,1.7159334,0.84636813,1.2451531,1.4707533,1.9041904,1.9959304,1.9458716
-0.13675644,-0.27481833,0.007977615,-0.038716096,-0.06764377,-0.07326859,0.14009534,0.27869537,-0.016696783,-0.3184779
-1.6162972,-1.7816435,-1.8501264,-2.3197606,-2.744574,-2.6485512,-2.6373184,-2.3154922,-1.8829509,-1.7826438
-0.38405722,-0.3971035,-0.039911665,0.2650127,0.40162227,0.23453414,-0.07245272,-0.38177666,-0.6021883,-0.45467937
0.177344,0.13551643,-0.02394857,-0.5302232,-1.0163221,-1.0928651,-0.97444236,-0.3083909,0.42242184,0.65195763
-1.1415936,-1.104999,-1.4723332,-1.4732192,-0.9444526,-0.82097274,-0.9583673,-1.2477288,-1.2974595,-1.3740393
0.6932646,0.7184092,0.5943552,0.035163883,-0.5013978,-0.48367223,-0.31357867,0.58324635,1.5568117,1.6734686
-0.7180554,-0.61314064,-0.9285239,-0.84831756,-0.86666435,-0.70682925,-0.7922583,-0.7853985,-0.77295667,-0.8462586
0.19155666,0.2550842,0.070765786,0.14393164,0.2747936,0.5615745,0.47231328,0.25667965,0.3126422,0.37955466
-0.42811656,-0.49357292,-0.38684288,0.017719999,0.8007098,0.5615745,0.41872978,-0.31572947,-0.67537475,-0.36955345
-0.5503457,-0.5846074,-0.23678981,-0.047951095,0.15726572,0.13193321,-0.12425014,-0.23500511,-0.45581543,-0.48872972
-0.42527404,-0.43514776,0.019683883,0.17061052,0.1183716,0.13834578,0.12402028,-0.091902815,-0.23625611,-0.38657862
-0.31583634,-0.27481833,-0.40919122,-0.32602715,-0.21814713,0.102435455,0.13652311,-0.12125713,-0.27284932,-0.26740232
-0.9554073,-0.7612417,-0.8572221,-0.66053927,-0.08032664,-0.15406682,-0.32429537,-0.7853985,-0.94372505,-0.8462586
-0.033003807,-0.057422422,0.10269197,0.037216105,0.1530381,0.1960588,0.3722907,0.49518344,0.4102241,0.3114539
0.6023034,0.6518317,1.2201085,1.1351547,1.1110172,1.006606,0.94563466,0.87312025,0.5931902,0.44765538
-0.47359717,-0.42971286,-0.3527883,-0.06642109,0.08285957,-0.27590537,-0.3385843,-0.7266899,-0.9071318,-1.0505607
-0.21919005,-0.2068821,0.06331634,0.39327657,0.7322223,0.38074043,0.18474829,-0.11024926,-0.28504708,-0.23335195
-0.07279933,-0.20824082,-0.4549521,-0.23162495,0.059184887,0.22812158,0.20082335,-0.10657997,-0.1752674,0.073101364
-1.1046406,-1.24223,-1.275455,-1.6189269,-1.9455534,-2.0521836,-2.044327,-1.6586893,-1.4316347,-1.4932156
1.0883774,1.226572,1.4265646,1.0674313,0.6907916,0.8065342,1.0135071,1.6583482,1.7275801,1.3499901
0.81265116,0.7659645,1.2233012,1.017152,0.8260755,0.8321844,0.83489525,1.0052147,0.93472695,0.6179073
-0.81470174,-0.7395021,-0.61883986,-0.4522388,-0.15642384,-0.17202197,-0.3171509,-0.6679812,-0.9193295,-0.77815783
-0.64841324,-0.56830275,-0.61883986,-0.658487,-0.2519681,-0.34259596,-0.30286196,-0.46250102,-0.5411996,-0.7100571
-0.34994677,-0.37128773,-0.39535654,-0.39169824,0.08624167,-0.014273073,0.12759252,-0.05154063,-0.38262898,-0.33550307
-1.5693954,-1.5642477,-1.8437412,-2.2489588,-2.6355014,-2.5626233,-2.5158622,-2.1833978,-1.9439396,-1.7315682
0.26119885,0.24693184,0.40811914,-0.12901385,-0.55382025,-0.64270365,-0.56899357,0.054868754,0.556597,0.5327813
-0.79054016,-0.7748289,-0.955129,-0.8760225,-0.2697241,-0.400309,-0.4278902,-0.7450363,-0.79735214,-0.8803089
-0.26182812,-0.36449412,-0.21444148,-0.15056218,0.09892453,-0.0848112,-0.20105322,-0.38911524,-0.38262898,-0.38657862
-1.0250496,-1.1348909,-1.1466861,-0.7703331,-0.5622755,-1.0531073,-1.3048742,-1.427524,-1.5780075,-1.2378379
0.59803957,0.54856867,0.42514646,0.36249325,0.0042257993,0.35124266,0.5366135,0.73001796,0.88593596,0.97543615
-0.033003807,-0.18921869,-0.48049304,-1.0453309,-1.4991165,-1.4622284,-1.1673431,-0.39645383,0.4956083,0.94138575
-0.2575643,-0.3291673,-0.48687828,-0.3198705,0.10399768,0.24222921,0.19725113,-0.22766651,-0.18746515,-0.046074927
-0.30588743,-0.3577005,-0.3368252,-0.25009492,0.20038746,0.25761935,0.26869586,0.106238805,-0.08988322,-0.28442752
0.758643,0.85564035,0.8114533,0.9073581,0.32045192,0.50514406,0.61877495,0.89513594,0.6419812,0.2433532
0.09206786,0.11785302,-0.19315736,-0.10746553,-0.03213175,0.219144,0.20439559,0.036522307,-0.08988322,-0.046074927
